breed,color,dogName,zip
BOXER,WHITE/BROWN,ZOE,15102
LABRADOR RETRIEVER,YELLOW,COOPER,15037
COCKAPOO,WHITE/BLACK,PEPPER,15017
GREAT DANE MIX,BROWN,DARCY,15237
DACHSHUND,BROWN,GINGER,15122
GER SHEPHERD MIX,BLACK/BROWN,REUBEN,15005
LABRADOR RETRIEVER,YELLOW,SIENNA,15239
MIXED,SPOTTED,MURPHY,15147
LABRADOR RETRIEVER,BLACK,JOY,15084
LABRADOR RETRIEVER,YELLOW,TESS,15084
FOX TERRIER TOY,WHITE/TAN,LUCY,15122
SHETLAND SHEEPDOG,TRI-COLOR,STRIDER,15235
SHIBA INU,RED,KENJI,15228
SHIBA INU,RED,REINA,15228
MIXED,BLACK,DAISY,15120
LABRADOR RETRIEVER,BLACK,ASHES,15227
LABRADOR RETRIEVER,BLACK,LUCKY HAMM,15215
BULLMASTIFF,BROWN,TUCKER,15047
MIXED,BRINDLE,TOBY,15221
GER SHEPHERD MIX,BROWN,MEADOW,15106
BEAGLE MIX,BLACK/BROWN,P.J.,15135
GOLDEN RETRIEVER,TAN,DAIZEE,15147
CAIRN TERRIER,BRINDLE,SEEDY,15147
GER SHORTHAIR POINT,SPOTTED,KYA,15084
MALTESE MIX,TAN,TOBY,15227
MIXED,TAN,HUNTER,15227
POODLE TOY,WHITE,JACKSON,15227
COCKAPOO,BROWN,BELLA ROSE,15071
CAIRN TERRIER,GOLD,CHLOE,15116
YORKSHIRE TERRIER,OTHER,GUNNER,15136
BOXER,FAWN,AUDRIC,15228
COCKAPOO,BROWN,BAILEY,15071
COLLIE,WHITE/BROWN,LASSIE,15137
CHIHUAHUA,FAWN,IZZIE,15239
MALTESE,WHITE/BLACK,VIOLET,15227
RAT TERRIER,SPOTTED,PANDA,15223
MIXED,WHITE/BROWN,CHAOS,15126
MIXED,BROWN,TEDDY BEAR,15057
GOLDEN RETRIEVER,GOLD,REILLY RAE,15106
MIXED,SPOTTED,BROOKE,15227
LABRADOR RETRIEVER,BROWN,SCOOBYDOO,15209
AM PIT BULL TERRIER,BROWN,ROCCO,15227
COCKAPOO,.,BINKLEY,15108
MIXED,SPOTTED,SPOT,15210
RHODESIAN RIDGEBACK,.,RAMSES,15146
MIXED,WHITE/BLACK,JUNO,15146
SHIH TZU,WHITE/BLACK/BROWN,GIZMO,15239
HAVANESE,BLACK,CROSBY LUGG,15090
LABRADOR RETRIEVER,WHITE,ANGEL,15131
PUG,BLACK,ROXY,15129
BOXER,WHITE/BROWN,BUSTER,15225
DACHSHUND,BROWN,PEANUT,15068
LABRADOR RETRIEVER,WHITE,ABBY,15216
HAVANESE,WHITE/BLACK,ANGEL GIRL,15116
MIXED,WHITE/BLACK/BROWN,CHANCHO,15238
YORKSHIRE TERRIER,BLACK/BROWN/TAN,BABE,15065
YORKSHIRE TERRIER,BLACK/BROWN/TAN,DAKOTA,15065
AUS CATTLE DOG,BLUE,ALLY,15108
GER SHORTHAIR POINT,BROWN,TUFFY,15236
LABRADOR RETRIEVER,BLACK,MEA LEA MOORE,15145
YORKSHIRE TERR MIX,BLACK,ROMEO,15221
SHIH TZU,SPOTTED,LULU,15025
AM PIT BULL TERRIER,FAWN,GAVIN,15235
MIXED,BROWN,PUTTER,15235
MIXED,WHITE,LILLY,15146
LABRADOR RETRIEVER,BROWN,SYDNEY,15116
CHIHUAHUA,WHITE,RATSO RIZZO,15209
MIXED,BROWN,DOESHA,15110
MIXED,GOLD,GINGER,15235
MIXED,WHITE,HANNAH,15132
LLEWELLIN SETTER,WHITE/BLACK/BROWN,"SIR HENRY WINDIEM LYNNHILL ""HANK""",15037
GER SHEPHERD MIX,WHITE/BLACK,JAKE,15221
DACHSHUND,BROWN,SOLOMON,15045
COCKAPOO,WHITE/BEIGE,SAMMY,15234
LABRADOR RETRIEVER,BLACK,ABBEY,15132
LAB MIX,WHITE/BLACK,ROONEY,15136
MIXED,SPOTTED,BELLA,15243
ROTTWEILER,BLACK/BROWN,OLAF,15332
CHIHUAHUA,SPOTTED,BELLA,15106
AUS SHEPHERD,BROWN,COLT,15239
GOLDENDOODLE,BLACK,COSMO STAR,15220
LABRADOR RETRIEVER,WHITE,MAGOO,15237
COCKAPOO,WHITE,MOLLY,15236
MIXED,BLACK,STELLA,15146
POODLE MIX,BLACK/GREY,LUCY,15202
AM PIT BULL TERRIER,RED,RUBY,15202
POODLE MIX,BLACK,GRACIE,15202
MALTI-POO,WHITE,LILLY,15044
BEAGLE,WHITE,BUDDY,15136
TAG,BLACK/TAN,BANDIT,15133
AM PIT BULL TERRIER,BRINDLE,MAXIE,15132
AM PIT BULL TERRIER,BRINDLE,MAXIE,15132
MIXED,SPOTTED,BUSTER,15209
MIXED,SPOTTED,BUSTER,15209
LABRADOR RETRIEVER,YELLOW,JACK CAPATOLLA,15227
COCKER SPANIEL,WHITE/BROWN,CHLOE,15044
DACHSHUND,RED,BUBS,15037
AM STAFF TERRIER,BLACK/BROWN,XENA,15017
GER SHEPHERD,BLACK,NITRO,15101
BEAGLE,WHITE/BLACK/BROWN,CONNOR,16046
LAB MIX,BRINDLE,SHELBY,15014
LAB MIX,BLACK,VINNY,15044
BULLDOG,BLACK/BROWN,SID,15227
LAB MIX,BROWN,NANA,15209
BEARDED COLLIE,WHITE/BLACK,MURPHY,15108
MIXED,TAN,COOPER,15044
LAB MIX,BLACK,SAM,15129
LAB MIX,BLONDE,LYDIA,15102
MIXED,BROWN,DUCE,15116
LABRADOR RETRIEVER,BLACK,SABLE,15227
BEAGLE MIX,SPOTTED,JACK,15108
YORKSHIRE TERRIER,BLACK/BROWN,BAYLEE,15086
MIXED,BROWN,MAX,15147
PARSON RUSSELL TERR,SPOTTED,ZOEY,15146
LAB MIX,WHITE,THOR,15108
BEAGLE,SPOTTED,SCUT-FARKAS,15090
MALTESE MIX,BLACK,GRACIE,15235
CHIHUAHUA,BLACK/BROWN,BELLA,15135
BOXER,BROWN,GIDGET,15238
LLEWELLIN SETTER,BLACK,OSCAR,15106
LAB MIX,BLACK,BUDDY,15108
BULL TERRIER,WHITE,GENERAL,15101
PARSON RUSSELL TERR,WHITE,PACO JACK,15135
LAB MIX,BLACK,BENJAMIN,15202
WEIMARANER,GREY,SLATER,15044
LABRADOR RETRIEVER,BROWN,CODY,15014
BASSET HOUND,BLACK/BROWN,DAISY,15216
AKITA,WHITE/BLACK,NAKITA,15236
BEAGLE,WHITE/BLACK/BROWN,KATY,15015
W HGHLND WH TERRIER,WHITE,HONEYGIRL,15090
TERRIER MIX,BROWN,LILLY,15046
MIXED,WHITE/BLACK,SHADOE,15045
BASSET HOUND MIX,BRINDLE,CODY,15132
PARSON RUSSELL TERR,WHITE/BLACK/BROWN,BUSTER,15071
MIXED,BROWN,LEROY,15044
POODLE TOY,BLACK,CANDIE,15049
POODLE TOY,BLACK,LIZZIE,15049
W HGHLND WH TERRIER,WHITE,NELSON,15202
DACHSHUND,BLACK/BROWN,ARTHUR,15120
CAV KING CHAR SPANI,WHITE/BLACK/BROWN,GUINESS,15205
MIXED,BRINDLE,LATIFAH,15024
POODLE MIX,MULTI,BELLA,15215
AM PIT BULL TERRIER,FAWN,MAHNOLOW,15221
COCKAPOO,BROWN,MOLLY,15101
POMERANIAN,BEIGE,SYDNEY,15076
NOVA SCOTIA DUCK TO,RED,PICKLES,15228
LABRADOR RETRIEVER,BLACK,BELLA,15209
SHETLAND SHEEPDOG,SABLE,AVA,15236
SHETLAND SHEEPDOG,SABLE,TUCKER,15236
ENG SETTER,SPOTTED,RALPH,15108
SHIH TZU,WHITE/BLACK/BROWN,TEDDY,15236
SILKY TERRIER,BLACK/BROWN,TAWNIE,15235
CHIHUAHUA MIX,BLACK/BROWN,SEBASTAIN,15137
CHIHUAHUA,WHITE,CHICO,15120
MIXED,WHITE,ANGEL,15215
HAVANESE,MULTI,TAFFEY,15239
MIXED,WHITE,DAISY,15071
COCKAPOO,BLACK,BELLA,15234
COLLIE,BROWN,DAISEY RAE,15209
GOLDEN RETRIEV MIX,MULTI,COOPER,15214
BOSTON TERRIER,WHITE/BLACK,MARCUS,15135
MIXED,WHITE/BLACK,NANA,15084
DACHSHUND,BROWN,PICKLES,15108
LABRADOR RETRIEVER,BLACK,HARLEY,15126
GER SHORTHAIR POINT,BROWN,VIPER,15205
AM PITT BULL MIX,WHITE/BROWN,RALPHY,15025
LAB MIX,BROWN,BOOMER,15017
LAB MIX,YELLOW,ABBIE,15071
LAB MIX,YELLOW,ABBIE,15071
BELG MALINOIS,BLACK/BROWN,PENNY,15237
BELG MALINOIS,BLACK/BROWN,CADEN,15237
CHIHUAHUA,GREY,COCOA,15025
DOBERMAN PINSCHER,BROWN,SKY BLUE,15104
BOSTON TERRIER,WHITE/BLACK/BROWN,ELLIE,15017
MIXED,BLACK,OZZY,15108
LABRADOR RETRIEVER,CHOCOLATE,HERCULES,15202
MIXED,BROWN,REXX,15045
BEAGLE MIX,WHITE/BLACK/BROWN,DUKE,15044
LABRADOR RETRIEVER,BLACK,SPARK,15090
LABRADOR RETRIEVER,CHOCOLATE,MEG,15234
BEAGLE MIX,SPOTTED,WILLIE,15238
BEAGLE MIX,BRINDLE,OSCAR,15071
LAB MIX,WHITE/BLACK,JAYDA,15065
SCHNAUZER MIN,SALT/PEPPER,KOBE,15131
COCKAPOO,BUFF,OPIE,15132
AM PIT BULL TERRIER,WHITE,JIMMY,15234
W HGHLND WH TERRIER,WHITE,WES,15243
CHOW CHOW,CREAM,WINSTON,15120
DACHSHUND,BLACK/TAN,BOO,15235
DACHSHUND,RED,ZIN,15235
LABRADOR RETRIEVER,GOLD,CHARLIE,15136
BICHON FRISE,WHITE,SASHA,15239
LABRADOR RETRIEVER,YELLOW,SYDNEY,15135
LABRADOR RETRIEVER,CHOCOLATE,HERSHEY,15146
MIXED,WHITE/BROWN,CHARLIE,15234
MIXED,WHITE/BROWN,CHARLIE,15234
MIXED,RED,SAM,15234
POODLE MIN,GREY,BUTTON,15225
GER SHEPHERD MIX,BLACK/BROWN,SAPPHIRE,15205
MIXED,SPOTTED,MIKEY,15143
ITALIAN GREYHOUND,BROWN,TOY,15143
ITALIAN GREYHOUND,BROWN,TOY,15143
MIXED,WHITE/BROWN,BAILEY NAGY,15017
LABRADOR RETRIEVER,WHITE/BLACK/BROWN,BUDDY,15135
COCKER SPANIEL,WHITE/BROWN,BAILEY,15090
CHIHUAHUA,BROWN,PEPE,15205
MALTESE,WHITE,MILEY,15044
BEAGLE MIX,WHITE/BLACK/BROWN,MOLLY,15143
MIXED,BROWN,CODY HANNA,15101
MALTESE,WHITE,MAX,15239
SHIH TZU,WHITE/BLACK,DAZZLE,15236
SHIH TZU,WHITE/BROWN,BLING,15236
DALMATIAN,SPOTTED,DOTTIE,15209
AM BULLDOG,WHITE,MEATBALL,15235
W HGHLND WH TERRIER,WHITE,KIP,15215
BEAGLE MIX,WHITE/BLACK,LILY,15044
AKITA MIX,BLACK,DUKE,15026
DACHSHUND,BLACK/BROWN,SYDNEY,15146
AKITA MIX,BLACK/TAN,MAGGIE,15236
GOLDEN RETRIEVER,BROWN,BUDDY,15145
YORKSHIRE TERR MIX,WHITE/TAN,DAISY,15143
MIXED,SPOTTED,SHELBY,15227
NORW ELKHOUND,BLACK/SILVER,TUCKER,15101
LABRADOR RETRIEVER,YELLOW,LUCY,15084
AUS SHEPHERD,WHITE,FERGUS,15220
AM BULLDOG,WHITE/BROWN,TANK,15132
SHIH TZU,WHITE/BLACK,LUCKIE,15227
ENG POINTER,WHITE/BLACK,NOAH,15235
SHIH TZU,BRINDLE,ROXIE,15122
COCKER SPANIEL,WHITE/BROWN,CLANCY,15229
POODLE STANDARD,WHITE,KIMBA,15065
LABRADOR RETRIEVER,BLACK,OREO,15202
AM PIT BULL TERRIER,WHITE,ROXY,15147
LAB MIX,BLACK,DUKE,15220
CHINESE CRESTED,WHITE,DAISY,15106
GOLDEN RETRIEVER,GOLD,DIABLO,15044
BOXER,FAWN,SIDNEY,15216
DACHSHUND,RED,MILES,15237
MIXED,SPOTTED,TOBY,15102
BRITTANY SPANIEL,SPOTTED,YUKON,15071
LABRADOR RETRIEVER,BLACK,ZOEY,15102
GOLDEN RETRIEVER,BROWN,BELLA,15143
BEAGLE MIX,BLACK/BROWN,AUTUMN,15120
BELG TERVUREN,BLACK,GUARDIAN,15212
BELG TERVUREN,BLACK,GUARDIAN,15212
LAB MIX,YELLOW,ANGEL,15228
BEAGLE MIX,BLACK,CRASH,15017
PUG,FAWN,MUGSY,15238
SHIH TZU MIX,WHITE/BROWN,NOAH,15044
SHIH TZU MIX,TRI-COLOR,BUSTER,15044
YORKSHIRE TERRIER,BLACK/SILVER,BECK,15243
SIB HUSKY,WHITE/BLACK,SPIRIT,15122
GER SHORTHAIR POINT,WHITE,DOLLY,15234
MIXED,RED,RUGER,15239
BOXER,FAWN,BAILEY MAE,15239
BEAGLE,SPOTTED,DAISY,15226
LABRADOR RETRIEVER,BLACK/BROWN,VITO,15135
LABRADOR RETRIEVER,BROWN,KIMBER,15101
LABRADOR RETRIEVER,BROWN,CHEYANNE,15101
CAV KING CHAR SPANI,SPOTTED,AMOS,15116
COCKER SPANIEL,BLACK,JACKSON,15215
POMERANIAN,SABLE,JASPER,15106
BLUETICK COONHOUND,WHITE/BLACK/BROWN,BROOKE,15228
PEKINGESE,BLONDE,"ZOEY ""SISSY""",15044
ENG SHEPHERD,WHITE/BLACK/BROWN,BOOMER,15215
ST BERNARD,BROWN,LUCAS,15044
GER SHEPHERD MIX,WHITE/BLACK/BROWN,PENNY,15146
CHIHUAHUA,WHITE/TAN,CISCO,15025
LABRADOR RETRIEVER,BLACK,HOPE,15106
ALAS MALAMUTE,WHITE/BLACK,VULCAN,15237
BOXER,BRINDLE,VALENTINE,15044
GOLDEN RETRIEVER,GOLD,KELLY,15005
MIXED,SPOTTED,SNOOPY,15210
LAB MIX,BLACK,JACK,15236
PARSON RUSSELL TERR,WHITE/BROWN,MACY,15235
PUG,BLACK,PETUNIA,15120
MIXED,BLACK,CALABRIA,15044
BEAGLE,SPOTTED,HENRY,15146
LAB MIX,BLACK,SID,15235
GER SHEPHERD MIX,BLACK,ZOE HILL,15202
CHIHUAHUA,BROWN,LUPE,15209
POODLE MIX,WHITE,OPAL,15209
YORKSHIRE TERR MIX,BLACK/BROWN,BELLA,15136
LABRADOR RETRIEVER,BROWN,SUMMER,15237
GER SHEPHERD MIX,BLACK/BROWN,SHELBY,15241
WELSH CORGI PEMBROK,WHITE/BLACK/BROWN,KAYLEE,15216
CHOW CHOW MIX,BROWN,REGIS,15136
SIB HUSKY MIX,WHITE/TAN,OTIS,15106
PUGGLE,TAN,CHLOE,15237
LABRADOR RETRIEVER,BROWN,BAILEE,15044
CHIHUAHUA,WHITE/BLACK,EDNA,15120
LAB MIX,WHITE/BLACK,BEN,15143
BORD COLLIE MIX,SPOTTED,DELIAH,15146
COTON DE TULEAR,WHITE,SNOWBALL,15239
OLD ENG SHEEPDOG,SPOTTED,NEKO,15090
ROTTWEILER MIX,BLACK/BROWN,CHINA,15044
GOLDEN RETRIEVER,CREAM,TREVOR,15146
SHETLAND SHEEP MIX,WHITE/BLUE,MERLIN,15209
TERRIER MIX,WHITE/BROWN,MARCEL,15235
TERRIER MIX,WHITE/BROWN,MARCEL,15235
MIXED,BROWN,ISIS,15132
BEAGLE MIX,SPOTTED,HARLEY,15116
CHINESE CRESTED,WHITE/BLACK,PEPE,15142
CHINESE CRESTED,WHITE/BROWN,PANCHO,15142
MIXED,FAWN,SCRUFFY,15234
LAB MIX,YELLOW,BUDDY,15122
YORKSHIRE TERR MIX,BLACK,DAISY,15108
GOLDEN RETRIEVER,BLONDE,SAM,15238
GOLDEN RETRIEVER,BLONDE,ELLIE,15238
DACHSHUND,BROWN,DEXTER,15063
DACHSHUND,RED,ROXY,15131
YORKSHIRE TERRIER,BLACK/SILVER,COSMO,15235
LABRADOR RETRIEVER,BROWN,JOEY,15024
GREAT DANE,WHITE/GREY,GREYCIN,15237
CHIHUAHUA,TAN,PACO,15216
MIXED,BROWN,BOB MARLEY,15132
YORKSHIRE TERRIER,BLACK,TINKERBELL II,15235
AM STAFF TERRIER,GREY,SWEETIE,15216
MALTI-POO,BLACK,WILLIE,15132
BEAGLE,TRI-COLOR,RITA,15237
PUGGLE,TAN,MR PUGGLES,15146
BOXER,WHITE/BRINDLE,JACK,15216
SHIH TZU MIX,BLACK WITH WHITE,MAGGIE MAE,15037
YORKSHIRE TERRIER,MULTI,FRANKIE,15136
CAIRN TERRIER,BLACK,OZ,15228
MIXED,WHITE/BLACK,FRANK SINATRA,15221
COCKAPOO,MULTI,FLEURY,15238
ROTTWEILER,BLACK/BROWN,TEQUILA,15045
BOSTON TERRIER,WHITE/BLACK/BROWN,HARLEY,15045
W HGHLND WH TERRIER,WHITE,ANGEL,15146
BEAGLE,WHITE/BLACK/BROWN,ALEE,15136
SHIH TZU,WHITE/BROWN,BEAU,15024
FLAT COATED RETRIEV,BLACK,LILY,15215
BOXER,BROWN,TY,15108
COCKAPOO,BROWN,CROSBY,15135
SHEPHERD MIX,BLACK/TAN,GALWAY,15017
SHEPHERD MIX,BLACK/BROWN,TOBY,15221
TERRIER MIX,WHITE/BROWN,DOLLIE,15065
PUG,BLACK,CHYNA,15084
POODLE MIN,BLACK,ROMEO,15146
PUG,FAWN,MAY LING,15084
CHIHUAHUA,WHITE/BROWN,TEA,15084
IRISH SETTER,RED,GWEN,15120
SIB HUSKY MIX,WHITE/BLACK,LULU,15235
CAIRN TERRIER,TAN,SPARKY,15215
SHIH TZU,WHITE/BLACK,MURPHY,15101
SHIH TZU MIX,WHITE,FRECKLES,15135
MIXED,BRINDLE,SAMMIE,15227
PUG,BROWN,JACOBY,15106
MIXED,BLACK/BROWN,B-2,15221
MIXED,BLACK/BROWN,B-2,15221
POODLE MIX,BLONDE,MUFFIN,15221
BORD COLLIE,WHITE/BLACK,RASCAL,15084
LAB MIX,WHITE/BLACK,BRYNA,15243
LAB MIX,BLACK,MANUS,15136
BORD COLLIE,BLACK,BELLA,15237
MALTESE MIX,WHITE/TAN,BRUNO,15136
LABRADOR RETRIEVER,BLACK,HANK,15237
SCHNAUZER MIN,BLACK,SMOKIE,15227
MIXED,BLACK/BROWN,TOBEY,15017
MIXED,TAN,SYDNEY,15239
BICHON FRISE,WHITE,SNUGGLES,15238
AM PITT BULL MIX,WHITE/BRINDLE,LAYLA,15236
BLUETICK COONHOUND,BLACK/BROWN,DROPPY,15235
GER SHEPHERD,BLACK/BROWN,GRETCHEN,15014
LABRADOR RETRIEVER,CHOCOLATE,DIESEL DESMET,15321
SHIH TZU,WHITE/BLACK/BROWN,ROUFIS,15037
STAFFORDSHIRE TERRI,BLACK,SHEA,15235
SCHNAUZER MIN,WHITE,GRACIE,15220
BRITTANY SPANIEL,SPOTTED,LUKE,15065
CHIHUAHUA,BROWN,BILL,15017
AM PIT BULL TERRIER,WHITE/GREY,JULES,15122
LAB MIX,BLACK,IZZY,15110
LABRADOR RETRIEVER,BROWN,EMMA,15146
LABRADOR RETRIEVER,BLACK,RUBY,15146
SIB HUSKY,WHITE/BLACK,BELLA,15126
BOXER,BRINDLE,IZZY,15108
BORD COLLIE,WHITE/BLACK,SMITTY,15132
MIN PINSCHER,BLACK/TAN,JEMMA,15146
PUGGLE,BLACK/BROWN,PUDDLES,15202
COCKER SPANIEL,WHITE/BLACK,KENZIE,15024
BEAGLE,WHITE/BLACK/BROWN,CASSIE,15101
LABRADOR RETRIEVER,YELLOW,BUDDY,15102
BORD COLLIE,WHITE/BLACK,ABBEY PEARL,15090
BORD COLLIE,WHITE/BLACK,LUCY LOU,15090
MIXED,TAN,ARORA,15235
COCKER SPANIEL MIX,BROWN,SWEETUM,15202
COCKER SPANIEL MIX,BROWN,BARSKY,15202
COCKER SPANIEL MIX,BROWN,LITTLE PRETTY,15202
BEAGLE MIX,WHITE/BLACK/BROWN,DAFFNEY,15212
ENG SPRINGER SPANIE,WHITE/BLACK,JASMINE,15035
PARSON RUSSELL TERR,BLACK,KAIAH,15133
W HGHLND WH TERRIER,WHITE,BUDDY LEE,15104
PEKINGESE,BLACK/BROWN,LUCY,15236
POODLE TOY,WHITE,DODO,15146
POODLE TOY,TAN,SPIKE,15146
MIXED,BLACK/BROWN,SCRUFFY,15035
LABRADOR RETRIEVER,BLACK,MARBLES,15235
POMERANIAN,SABLE,SASHA,15137
YORKSHIRE TERRIER,WHITE/BLACK/BROWN,BELLA,15120
GER SHEPHERD,BLACK/TAN,STORMY,15026
NORWICH TERRIER,RED,SKEETER,15101
MIXED,WHITE/APRICOT,PEANUT,15108
SHIH TZU,WHITE/BLACK,OREO,15237
SCHNAUZER MIN,GREY,ZIGGY,15239
GER SHEPHERD,BROWN,SKEETS,15071
DOBERMAN PINSCHER,BLACK,JACKSON,15071
GOLDEN RETRIEVER,YELLOW,CARLY,15090
LABRADOR RETRIEVER,BLACK,BAXTER,15209
CHINESE SHAR-PEI,.,LUCY,15202
GOLDEN RETRIEVER,BROWN,SONNY,15202
MIXED,BLONDE,POMPOLITO,15235
OLD ENG SHEEPDOG,WHITE/BLACK/GREY,CHANCE,15235
OLD ENG SHEEPDOG,WHITE/BLACK/GREY,CHANCE,15235
LABRADOR RETRIEVER,BLACK,MAGGIE,15102
YORKSHIRE TERR MIX,BLACK/TAN,GUIDO,15227
BORD COLLIE,WHITE/BROWN,MISTY,15063
LABRADOR RETRIEVER,BLACK,ARIEL,15236
BOSTON TERRIER,WHITE/BLACK,KALLIE,15241
ROTTWEILER MIX,BLACK/BROWN,BEAR,15106
BEAGLE MIX,WHITE/TAN,STRETCH,15026
LAB MIX,WHITE/BLACK,DONEGAL,15209
SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,LIZZIE,15102
YORKSHIRE TERRIER,BROWN,BUTTON,15235
MIN PINSCHER,BLACK/TAN,NATASHA,15147
CHIHUAHUA,SPOTTED,DILLA,15146
LAB MIX,WHITE/BLACK,JAKE,15202
SHIH TZU MIX,WHITE,HARLEY,15106
MIXED,BROWN,NEEKO,15102
BICHON FRISE,BROWN,CODY MACEK,15126
ST BERNARD,WHITE/BLACK/BROWN,BRUTUS,15044
MIXED,CREAM,MOLLY,15044
GOLDEN RETRIEVER,GOLD,DAISY,15132
GOLDEN RETRIEVER,GOLD,BREUNER,15044
BERNESE MTN DOG,BLACK,SID,15237
GOLDEN RETRIEVER,GOLD,LEO,15243
YORKSHIRE TERR MIX,BLACK/BROWN,COCO,15209
BISHON FRISE MIX,BROWN,KTON TON,15017
ENG SPRINGER SPANIE,WHITE/LIVER,SHADOW,15137
YORKSHIRE TERR MIX,TAN,MAX,15101
SIB HUSKY MIX,WHITE/BLACK/BROWN,TIKAANI,15132
MIXED,WHITE/BLACK,BOWIE,15241
LAB MIX,YELLOW,CARLY,15241
TERRIER,BROWN,SOPHIE,15084
SHIH TZU MIX,WHITE,RILEY,15084
PARSON RUSSELL TERR,WHITE/BLACK/BROWN,ALLY,15028
BEAGLE,RED,RED,15235
BEAGLE,MULTI,ROSIE,15235
PEEKAPOO,WHITE/BLACK,TIBBLES,15147
SCHNAUZER GIANT,BLACK,EBONY,15144
AM PIT BULL TERRIER,WHITE/BROWN,ZEBA NEBEL,15025
COCKER SPANIEL,BUFF,LADY,15216
MIXED,BROWN,MOJO,15088
CHIHUAHUA,BROWN,MOXIE,15088
BICHON FRISE,WHITE,COCO,15243
GOLDEN RETRIEVER,OTHER,MISTY,15110
SCHNAUZER STANDARD,GREY,DEXTER,15076
COCKER SPANIEL,WHITE/BROWN,SAMMY,15014
LHASA APSO,WHITE/BLACK/BROWN,ZOEY,15014
MIXED,WHITE/TAN,COOPER,15216
PAPILLON,WHITE/BROWN,MR. BUTTONS,15202
PUG,FAWN,COCO,15129
BOXER,BROWN,SULLY,15229
CHIHUAHUA,WHITE/BROWN,JAZMINE,15122
PORTUGESE WATER DOG,BLACK,SANTOS,15241
LABRADOR RETRIEVER,BROWN,SOPHIE,15237
AM PIT BULL TERRIER,BLACK,ONYX,15132
CHOW CHOW,CINNAMON,LULU,15084
ST BERNARD,WHITE/BLACK/BROWN,BELLE,15044
MIXED,BLACK,SHEENA,15239
GOLDENDOODLE,APRICOT,JILL,15235
CHIHUAHUA,SPOTTED,CHIA,15205
YORKSHIRE TERRIER,BLACK/BROWN,ROCKI,15137
LAB MIX,WHITE,JERSEY,15220
MIN PINSCHER,RED/BROWN,GUS,15014
PEKINGESE,WHITE/TAN,SISSY,15214
LABRADOR RETRIEVER,RED,RUDY,15215
SIB HUSKY,WHITE/BROWN,NACOMA,15131
LABRADOODLE,BROWN,COSMO,15090
KEESHOND,BLACK/SILVER,ROBIN,15237
AM PIT BULL TERRIER,RED,PRINCESS,15223
YORKSHIRE TERR MIX,BLACK,TRIXIE,15017
YORKSHIRE TERR MIX,BLACK,TRIXIE,15017
GOLDEN RETRIEV MIX,WHITE/YELLOW,RILEY,15017
FOX TERRIER TOY,SPOTTED,SUGAR BABY,15132
TERRIER,FAWN,MINI,15235
SHIH TZU,WHITE,JUNIOR,15235
SHIH TZU,WHITE,BUBBA,15235
MIXED,BLACK,BONNIE,15146
LAB MIX,BLACK,ELLA,15071
CHIHUAHUA MIX,WHITE,SHYLEIGH,15018
LAB MIX,BLACK,MIDNIGHT,15101
AM STAFF TERRIER,BRINDLE,ZOE,15106
BEAGLE MIX,MULTI,MILLIE,15137
RHODESIAN RIDGEBACK,MULTI,TOBI'S WALK THE LION,15146
TERRIER MIX,SPOTTED,SAMMY,15005
BEAGLE,WHITE/BLACK/BROWN,JAKE,15239
MIXED,BLACK/BROWN,DERBY,15235
CHIHUAHUA,SPOTTED,TINY II,15068
GOLDEN RETRIEVER,BROWN,LONDON,15243
CHES BAY RETRIEVER,BROWN,CAYSN Z,15237
TERRIER MIX,SPOTTED,SCRAPPY,15135
W HGHLND WH TERRIER,WHITE,WILSON,15236
LAB MIX,BLACK,JILLIAN,15235
LAB MIX,BLACK,JILLIAN,15235
LAB MIX,BLACK,FRANKIE,15243
COLLIE MIX,WHITE/BLACK/BROWN,BILL,15084
POODLE MIN,BROWN,HUDSON,15228
DACHSHUND,BLACK/RED,MYA,15146
MIXED,BLACK,MIA,15132
LAB MIX,WHITE,MJ,15218
SHETLAND SHEEPDOG,WHITE/BLACK,BAILEY JAMES,15145
COCKER SPANIEL,BLACK,MAX,15221
AUS SHEPHERD,MERLE,STAR,15143
AUS SHEPHERD,TRI-COLOR,COMET,15143
COLLIE,MULTI,DECLAN,15223
PUG,BROWN,GIZZY,15133
LAB MIX,BROWN,TRIGGER,15227
MIXED,WHITE,SOPHIA,15101
POMERANIAN,SPOTTED,SHORTIE,15136
GER SHEPHERD MIX,BLACK/TAN,STANLEY,15065
MALTI-POO,BROWN,CURLEY,15122
LAB MIX,BRINDLE,KIYA,15237
SHETLAND SHEEPDOG,SABLE/WHITE,MIDGET,15065
LAB MIX,BLACK,HANNAH,15101
BORD COLLIE,WHITE/BLACK,ANNIE,15143
BEAGLE MIX,BROWN,TRALEE,15144
POMERANIAN,TAN,GABRIELLA,15122
MIXED,SALT/PEPPER,ABBY,15202
AM PITT BULL MIX,BLONDE,SCOUT,15221
MIXED,BROWN,SOLOMON,15108
SHIH TZU,WHITE/BROWN,IZZY,15209
SHIH TZU,WHITE/BROWN,IZZY,15209
POMERANIAN,MERLE,LOLA,15209
MIXED,GOLD,BEAR,15122
GER SHEPHERD,BLACK/BROWN,TINY,15090
LAB MIX,BLONDE,EMILY,15063
LAB MIX,BLONDE,EMILY,15063
LAB MIX,BROWN,COCOA,15102
MALTESE MIX,WHITE,SPARKY,15090
SHIH TZU,WHITE,DOLLY,15212
